學生,老師,學校,性別,書本數,女性比率,社經地位,閱讀成績
1125, 4201, 42,男,5,0.458333333333333,差不多,595.94969
1126, 4201, 42,男,5,0.458333333333333,差不多,500.59353
1127, 4201, 42,男,18,0.458333333333333,差不多,523.63438
1128, 4201, 42,男,63,0.458333333333333,差不多,567.41233
1129, 4201, 42,男,18,0.458333333333333,差不多,399.11164
1130, 4201, 42,男,151,0.458333333333333,差不多,545.91414
1131, 4201, 42,女,5,0.458333333333333,差不多,454.01599
1132, 4201, 42,女,5,0.458333333333333,差不多,625.8254
1133, 4201, 42,女,18,0.458333333333333,差不多,492.67977
1134, 4201, 42,女,151,0.458333333333333,差不多,575.75904
1135, 4201, 42,女,63,0.458333333333333,差不多,623.10724
1136, 4201, 42,女,251,0.458333333333333,差不多,601.49922
1137, 4201, 42,女,18,0.458333333333333,差不多,509.11161
1138, 4201, 42,女,63,0.458333333333333,差不多,559.06156
1139, 4201, 42,女,251,0.458333333333333,差不多,589.01484
1140, 4201, 42,女,18,0.458333333333333,差不多,495.76558
1141, 4201, 42,女,18,0.458333333333333,差不多,458.65403
1142, 4301, 43,男,251,0.541666666666667,富有多,606.8743
1143, 4301, 43,男,18,0.541666666666667,富有多,615.27906
1144, 4301, 43,男,251,0.541666666666667,富有多,568.60212
1145, 4301, 43,男,151,0.541666666666667,富有多,573.18095
1146, 4301, 43,男,63,0.541666666666667,富有多,601.51593
1147, 4301, 43,男,151,0.541666666666667,富有多,597.65782
1148, 4301, 43,男,251,0.541666666666667,富有多,679.78908
1149, 4301, 43,男,251,0.541666666666667,富有多,648.29845
1150, 4301, 43,男,151,0.541666666666667,富有多,559.12049
1151, 4301, 43,男,251,0.541666666666667,富有多,581.14368
1152, 4301, 43,男,151,0.541666666666667,富有多,617.08621
1153, 4301, 43,女,18,0.541666666666667,富有多,514.67032
1154, 4301, 43,女,63,0.541666666666667,富有多,593.46143
1155, 4301, 43,女,5,0.541666666666667,富有多,579.19183
1156, 4301, 43,女,63,0.541666666666667,富有多,660.64276
1157, 4301, 43,女,151,0.541666666666667,富有多,504.72221
1158, 4301, 43,女,5,0.541666666666667,富有多,575.49804
1159, 4301, 43,女,151,0.541666666666667,富有多,642.11765
1160, 4301, 43,女,5,0.541666666666667,富有多,546.89161
1161, 4301, 43,女,151,0.541666666666667,富有多,595.61874
1162, 4301, 43,女,63,0.541666666666667,富有多,662.17615
1163, 4301, 43,女,5,0.541666666666667,富有多,516.55977
1164, 4301, 43,女,251,0.541666666666667,富有多,591.58444
1165, 4301, 43,女,251,0.541666666666667,富有多,597.12895
1166, 4401, 44,男,63,0.541666666666667,富有多,604.0067
1167, 4401, 44,男,18,0.541666666666667,富有多,548.15366
1168, 4401, 44,男,5,0.541666666666667,富有多,600.1796
1169, 4401, 44,男,151,0.541666666666667,富有多,522.45802
1170, 4401, 44,男,251,0.541666666666667,富有多,664.52637
1171, 4401, 44,男,251,0.541666666666667,富有多,607.07551
1172, 4401, 44,男,63,0.541666666666667,富有多,589.82713
1173, 4401, 44,男,251,0.541666666666667,富有多,599.92062
1174, 4401, 44,男,18,0.541666666666667,富有多,571.70291
1175, 4401, 44,男,18,0.541666666666667,富有多,574.94289
1176, 4401, 44,男,18,0.541666666666667,富有多,552.57368
1177, 4401, 44,女,63,0.541666666666667,富有多,394.57792
1178, 4401, 44,女,18,0.541666666666667,富有多,538.27626
1179, 4401, 44,女,251,0.541666666666667,富有多,564.73822
1180, 4401, 44,女,63,0.541666666666667,富有多,676.97616
1181, 4401, 44,女,18,0.541666666666667,富有多,534.29567
1182, 4401, 44,女,63,0.541666666666667,富有多,562.89166
1183, 4401, 44,女,18,0.541666666666667,富有多,666.60438
1184, 4401, 44,女,18,0.541666666666667,富有多,543.50529
1185, 4401, 44,女,251,0.541666666666667,富有多,470.44435
1186, 4401, 44,女,63,0.541666666666667,富有多,503.87032
1187, 4401, 44,女,5,0.541666666666667,富有多,392.25794
1188, 4401, 44,女,5,0.541666666666667,富有多,654.97441
1189, 4401, 44,女,63,0.541666666666667,富有多,564.81424
1190, 4501, 45,男,151,0.518518518518518,差不多,600.84139
1191, 4501, 45,男,5,0.518518518518518,差不多,518.37493
1192, 4501, 45,男,5,0.518518518518518,差不多,445.43561
1193, 4501, 45,男,18,0.518518518518518,差不多,554.91308
1194, 4501, 45,男,63,0.518518518518518,差不多,560.83394
1195, 4501, 45,男,5,0.518518518518518,差不多,534.27838
1196, 4501, 45,男,63,0.518518518518518,差不多,614.47141
1197, 4501, 45,男,63,0.518518518518518,差不多,549.84625
1198, 4501, 45,男,18,0.518518518518518,差不多,563.76616
1199, 4501, 45,男,63,0.518518518518518,差不多,626.83311
1200, 4501, 45,男,63,0.518518518518518,差不多,579.61783
1201, 4501, 45,男,151,0.518518518518518,差不多,555.10232
1202, 4501, 45,男,18,0.518518518518518,差不多,606.06123
1203, 4501, 45,女,63,0.518518518518518,差不多,605.94493
1204, 4501, 45,女,18,0.518518518518518,差不多,584.5872
1205, 4501, 45,女,151,0.518518518518518,差不多,555.4122
1206, 4501, 45,女,63,0.518518518518518,差不多,619.06598
1207, 4501, 45,女,63,0.518518518518518,差不多,650.38496
1208, 4501, 45,女,151,0.518518518518518,差不多,562.86635
1209, 4501, 45,女,63,0.518518518518518,差不多,614.55989
1210, 4501, 45,女,63,0.518518518518518,差不多,590.90497
1211, 4501, 45,女,63,0.518518518518518,差不多,585.02662
1212, 4501, 45,女,63,0.518518518518518,差不多,690.82372
1213, 4501, 45,女,18,0.518518518518518,差不多,522.08901
1214, 4501, 45,女,63,0.518518518518518,差不多,544.77535
1215, 4501, 45,女,63,0.518518518518518,差不多,656.99571
1216, 4501, 45,女,151,0.518518518518518,差不多,563.8301
1217, 4502, 45,男,251,0.5,差不多,709.77444
1218, 4502, 45,男,151,0.5,差不多,594.79515
1219, 4502, 45,男,151,0.5,差不多,529.98954
1220, 4502, 45,男,18,0.5,差不多,561.0025
1221, 4502, 45,男,18,0.5,差不多,554.53983
1222, 4502, 45,男,63,0.5,差不多,588.76157
1223, 4502, 45,男,251,0.5,差不多,584.9874
1225, 4502, 45,男,151,0.5,差不多,610.85914
1226, 4502, 45,男,251,0.5,差不多,539.57859
1227, 4502, 45,男,18,0.5,差不多,637.11718
1228, 4502, 45,男,151,0.5,差不多,612.45803
1229, 4502, 45,男,63,0.5,差不多,588.80687
1230, 4502, 45,男,5,0.5,差不多,628.77279
1231, 4502, 45,女,63,0.5,差不多,578.6818
1232, 4502, 45,女,5,0.5,差不多,562.05522
1233, 4502, 45,女,151,0.5,差不多,712.76095
1234, 4502, 45,女,63,0.5,差不多,616.15134
1235, 4502, 45,女,151,0.5,差不多,624.49853
1236, 4502, 45,女,251,0.5,差不多,608.61798
1237, 4502, 45,女,18,0.5,差不多,468.88169
1238, 4502, 45,女,151,0.5,差不多,722.7646
1239, 4502, 45,女,18,0.5,差不多,561.72592
1240, 4502, 45,女,151,0.5,差不多,582.64655
1241, 4502, 45,女,151,0.5,差不多,525.4991
1242, 4502, 45,女,18,0.5,差不多,537.75589
1243, 4502, 45,女,63,0.5,差不多,474.22151
1244, 4502, 45,女,18,0.5,差不多,543.01602
1245, 4502, 45,男,251,0.5,差不多,476.51097
1246, 4601, 46,男,18,0.545454545454545,弱勢多,490.78327
1247, 4601, 46,男,18,0.545454545454545,弱勢多,618.06851
1248, 4601, 46,男,18,0.545454545454545,弱勢多,538.16866
1249, 4601, 46,男,63,0.545454545454545,弱勢多,591.96098
1250, 4601, 46,男,18,0.545454545454545,弱勢多,575.48567
1251, 4601, 46,女,5,0.545454545454545,弱勢多,418.89792
1252, 4601, 46,女,5,0.545454545454545,弱勢多,557.46905
1253, 4601, 46,女,251,0.545454545454545,弱勢多,433.07643
1254, 4601, 46,女,5,0.545454545454545,弱勢多,391.86624
1255, 4601, 46,女,18,0.545454545454545,弱勢多,583.9084
1256, 4601, 46,女,63,0.545454545454545,弱勢多,453.04557
1257, 4701, 47,男,5,0.36,富有多,463.49125
1258, 4701, 47,男,18,0.36,富有多,597.07398
1259, 4701, 47,男,63,0.36,富有多,602.61318
1260, 4701, 47,男,151,0.36,富有多,658.12001
1261, 4701, 47,男,5,0.36,富有多,585.49608
1262, 4701, 47,男,63,0.36,富有多,519.36583
1263, 4701, 47,男,5,0.36,富有多,401.56396
1264, 4701, 47,男,151,0.36,富有多,572.07317
1265, 4701, 47,男,5,0.36,富有多,516.17821
1266, 4701, 47,男,18,0.36,富有多,571.68726
1267, 4701, 47,男,18,0.36,富有多,489.98653
1268, 4701, 47,男,151,0.36,富有多,457.53572
1269, 4701, 47,男,151,0.36,富有多,547.16228
1270, 4701, 47,男,5,0.36,富有多,440.99212
1271, 4701, 47,男,18,0.36,富有多,509.20762
1272, 4701, 47,男,18,0.36,富有多,530.86133
1273, 4701, 47,女,18,0.36,富有多,603.72628
1274, 4701, 47,女,18,0.36,富有多,565.79761
1275, 4701, 47,女,5,0.36,富有多,500.91452
1276, 4701, 47,女,251,0.36,富有多,696.25908
1277, 4701, 47,女,63,0.36,富有多,611.58488
1278, 4701, 47,女,5,0.36,富有多,559.85994
1279, 4701, 47,女,63,0.36,富有多,492.82322
1280, 4701, 47,女,18,0.36,富有多,584.03495
1281, 4701, 47,女,63,0.36,富有多,598.65065
1282, 4801, 48,男,63,0.518518518518518,富有多,528.1595
1283, 4801, 48,男,18,0.518518518518518,富有多,553.83747
1284, 4801, 48,男,63,0.518518518518518,富有多,649.0749
1285, 4801, 48,男,18,0.518518518518518,富有多,560.8009
1286, 4801, 48,男,63,0.518518518518518,富有多,599.40112
1287, 4801, 48,男,251,0.518518518518518,富有多,651.51158
1288, 4801, 48,男,63,0.518518518518518,富有多,425.72003
1289, 4801, 48,男,151,0.518518518518518,富有多,604.98475
1290, 4801, 48,男,151,0.518518518518518,富有多,623.21456
1291, 4801, 48,男,5,0.518518518518518,富有多,500.20627
1292, 4801, 48,男,18,0.518518518518518,富有多,622.80904
1293, 4801, 48,男,18,0.518518518518518,富有多,518.58049
1294, 4801, 48,男,5,0.518518518518518,富有多,565.1307
1295, 4801, 48,女,63,0.518518518518518,富有多,555.79106
1296, 4801, 48,女,18,0.518518518518518,富有多,558.05733
1297, 4801, 48,女,18,0.518518518518518,富有多,593.94924
1298, 4801, 48,女,151,0.518518518518518,富有多,573.53527
1299, 4801, 48,女,18,0.518518518518518,富有多,511.40445
1300, 4801, 48,女,18,0.518518518518518,富有多,482.3531
1301, 4801, 48,女,63,0.518518518518518,富有多,654.24094
1302, 4801, 48,女,251,0.518518518518518,富有多,548.46335
1303, 4801, 48,女,151,0.518518518518518,富有多,516.68322
1304, 4801, 48,女,151,0.518518518518518,富有多,551.41982
1305, 4801, 48,女,18,0.518518518518518,富有多,578.49005
1306, 4801, 48,女,63,0.518518518518518,富有多,478.81521
1307, 4801, 48,女,63,0.518518518518518,富有多,524.93797
1308, 4801, 48,女,18,0.518518518518518,富有多,461.59871
1309, 4802, 48,男,151,0.518518518518518,富有多,589.76589
1310, 4802, 48,男,5,0.518518518518518,富有多,573.77338
1311, 4802, 48,男,63,0.518518518518518,富有多,608.64377
1312, 4802, 48,男,63,0.518518518518518,富有多,663.87617
1313, 4802, 48,男,151,0.518518518518518,富有多,518.50544
1314, 4802, 48,男,251,0.518518518518518,富有多,492.47875
1315, 4802, 48,男,63,0.518518518518518,富有多,554.47965
1316, 4802, 48,男,151,0.518518518518518,富有多,621.60418
1317, 4802, 48,男,63,0.518518518518518,富有多,624.91516
1319, 4802, 48,男,5,0.518518518518518,富有多,579.55272
1320, 4802, 48,男,151,0.518518518518518,富有多,630.27527
1321, 4802, 48,男,251,0.518518518518518,富有多,657.68108
1322, 4802, 48,男,18,0.518518518518518,富有多,663.48891
1323, 4802, 48,女,5,0.518518518518518,富有多,568.08233
1324, 4802, 48,女,151,0.518518518518518,富有多,601.83567
1325, 4802, 48,女,5,0.518518518518518,富有多,465.03942
1326, 4802, 48,女,251,0.518518518518518,富有多,672.91626
1327, 4802, 48,女,63,0.518518518518518,富有多,616.38279
1328, 4802, 48,女,63,0.518518518518518,富有多,556.95023
1329, 4802, 48,女,63,0.518518518518518,富有多,617.31148
1330, 4802, 48,女,5,0.518518518518518,富有多,551.79588
1331, 4802, 48,女,63,0.518518518518518,富有多,534.9506
1332, 4802, 48,女,63,0.518518518518518,富有多,464.86381
1333, 4802, 48,女,63,0.518518518518518,富有多,625.73267
1334, 4802, 48,女,251,0.518518518518518,富有多,733.95852
1335, 4802, 48,女,18,0.518518518518518,富有多,602.78715
1336, 4802, 48,女,151,0.518518518518518,富有多,627.4465
1337, 4901, 49,男,151,0.352941176470588,差不多,612.83804
1338, 4901, 49,男,63,0.352941176470588,差不多,562.37419
1339, 4901, 49,男,151,0.352941176470588,差不多,545.20618
1340, 4901, 49,男,18,0.352941176470588,差不多,482.96079
1341, 4901, 49,男,63,0.352941176470588,差不多,610.07699
1342, 4901, 49,男,5,0.352941176470588,差不多,420.47034
1343, 4901, 49,男,151,0.352941176470588,差不多,537.90253
1344, 4901, 49,男,63,0.352941176470588,差不多,602.53552
1345, 4901, 49,男,18,0.352941176470588,差不多,512.5756
1346, 4901, 49,女,5,0.352941176470588,差不多,635.37572
1347, 4901, 49,女,5,0.352941176470588,差不多,386.91435
1348, 4901, 49,女,18,0.352941176470588,差不多,606.06713
1349, 4901, 49,女,63,0.352941176470588,差不多,561.69916
1350, 4901, 49,女,151,0.352941176470588,差不多,610.3239
1351, 4901, 49,女,251,0.352941176470588,差不多,554.60899
1352, 4901, 49,男,63,0.352941176470588,差不多,574.65735
1353, 4901, 49,男,63,0.352941176470588,差不多,581.06563
1354, 5001, 50,男,18,0.423076923076923,差不多,515.85827
1355, 5001, 50,男,151,0.423076923076923,差不多,559.24597
1356, 5001, 50,男,5,0.423076923076923,差不多,541.3897
1357, 5001, 50,男,18,0.423076923076923,差不多,555.07546
1358, 5001, 50,男,18,0.423076923076923,差不多,594.04855
1359, 5001, 50,男,251,0.423076923076923,差不多,558.29574
1360, 5001, 50,男,63,0.423076923076923,差不多,473.74016
1361, 5001, 50,男,63,0.423076923076923,差不多,605.19398
1362, 5001, 50,男,63,0.423076923076923,差不多,548.37419
1363, 5001, 50,男,63,0.423076923076923,差不多,643.61366
1364, 5001, 50,男,5,0.423076923076923,差不多,530.73276
1365, 5001, 50,男,63,0.423076923076923,差不多,585.91338
1366, 5001, 50,男,63,0.423076923076923,差不多,408.17037
1367, 5001, 50,男,63,0.423076923076923,差不多,558.86653
1368, 5001, 50,女,251,0.423076923076923,差不多,569.96038
1369, 5001, 50,女,63,0.423076923076923,差不多,631.16087
1370, 5001, 50,女,251,0.423076923076923,差不多,604.92447
1371, 5001, 50,女,63,0.423076923076923,差不多,593.68563
1372, 5001, 50,女,63,0.423076923076923,差不多,555.27832
1373, 5001, 50,女,63,0.423076923076923,差不多,634.83719
1374, 5001, 50,女,18,0.423076923076923,差不多,487.35792
1375, 5001, 50,女,63,0.423076923076923,差不多,599.19498
1376, 5001, 50,女,18,0.423076923076923,差不多,633.44502
1377, 5001, 50,女,151,0.423076923076923,差不多,599.34509
1378, 5001, 50,女,18,0.423076923076923,差不多,516.71374
1379, 5001, 50,男,251,0.423076923076923,差不多,633.29394
1380, 5101, 51,男,251,0.44,差不多,612.77593
1381, 5101, 51,男,151,0.44,差不多,602.65201
1382, 5101, 51,男,5,0.44,差不多,550.30798
1383, 5101, 51,男,63,0.44,差不多,452.10654
1384, 5101, 51,男,18,0.44,差不多,566.60391
1385, 5101, 51,男,151,0.44,差不多,598.67065
1386, 5101, 51,男,151,0.44,差不多,579.14064
1387, 5101, 51,男,251,0.44,差不多,558.34326
1388, 5101, 51,男,151,0.44,差不多,629.89255
1389, 5101, 51,男,151,0.44,差不多,539.55319
1390, 5101, 51,男,151,0.44,差不多,531.21865
1391, 5101, 51,男,151,0.44,差不多,656.92172
1392, 5101, 51,男,63,0.44,差不多,518.3076
1393, 5101, 51,女,18,0.44,差不多,522.41146
1394, 5101, 51,女,63,0.44,差不多,612.05608
1395, 5101, 51,女,151,0.44,差不多,624.14817
1396, 5101, 51,女,251,0.44,差不多,510.67755
1397, 5101, 51,女,151,0.44,差不多,630.37718
1398, 5101, 51,女,63,0.44,差不多,524.0372
1399, 5101, 51,女,18,0.44,差不多,669.38707
1400, 5101, 51,女,18,0.44,差不多,553.47629
1401, 5101, 51,女,151,0.44,差不多,647.76784
1402, 5101, 51,女,63,0.44,差不多,575.09184
1403, 5101, 51,女,18,0.44,差不多,517.90054
1404, 5101, 51,男,5,0.44,差不多,455.4439
1405, 5201, 52,男,63,0.75,弱勢多,504.7226
1406, 5201, 52,女,18,0.75,弱勢多,397.36931
1407, 5201, 52,女,5,0.75,弱勢多,557.87235
1408, 5201, 52,女,18,0.75,弱勢多,471.23906
1409, 5201, 52,女,5,0.75,弱勢多,496.76314
1410, 5201, 52,女,18,0.75,弱勢多,545.58986
1411, 5201, 52,女,63,0.75,弱勢多,586.56107
1412, 5201, 52,女,151,0.75,弱勢多,574.12509
1413, 5201, 52,女,63,0.75,弱勢多,559.82845
1414, 5201, 52,女,63,0.75,弱勢多,512.7657
1415, 5201, 52,男,5,0.75,弱勢多,411.39026
1416, 5201, 52,男,63,0.75,弱勢多,547.37518
1417, 5301, 53,男,5,0.518518518518518,差不多,462.12208
1418, 5301, 53,男,151,0.518518518518518,差不多,663.51789
1419, 5301, 53,男,63,0.518518518518518,差不多,575.61869
1420, 5301, 53,男,63,0.518518518518518,差不多,592.79645
1421, 5301, 53,男,251,0.518518518518518,差不多,621.61084
1422, 5301, 53,男,251,0.518518518518518,差不多,359.42769
1424, 5301, 53,男,63,0.518518518518518,差不多,581.7225
1425, 5301, 53,男,18,0.518518518518518,差不多,590.39271
1426, 5301, 53,男,151,0.518518518518518,差不多,567.16398
1428, 5301, 53,男,63,0.518518518518518,差不多,537.15293
1429, 5301, 53,男,5,0.518518518518518,差不多,442.1624
1430, 5301, 53,男,251,0.518518518518518,差不多,635.69942
1431, 5301, 53,女,63,0.518518518518518,差不多,616.68823
1432, 5301, 53,女,151,0.518518518518518,差不多,549.11626
1433, 5301, 53,女,63,0.518518518518518,差不多,613.99847
1434, 5301, 53,女,18,0.518518518518518,差不多,501.83413
1435, 5301, 53,女,151,0.518518518518518,差不多,623.30816
1436, 5301, 53,女,63,0.518518518518518,差不多,529.90173
1437, 5301, 53,女,5,0.518518518518518,差不多,483.5682
1438, 5301, 53,女,151,0.518518518518518,差不多,616.11685
1439, 5301, 53,女,18,0.518518518518518,差不多,508.29449
1440, 5301, 53,女,151,0.518518518518518,差不多,543.58682
1441, 5301, 53,女,18,0.518518518518518,差不多,459.16522
1442, 5301, 53,女,63,0.518518518518518,差不多,531.78645
1443, 5301, 53,女,18,0.518518518518518,差不多,582.52319
1444, 5301, 53,女,18,0.518518518518518,差不多,522.44836
1445, 5301, 53,男,18,0.518518518518518,差不多,656.5533
1446, 5401, 54,男,18,0.5,差不多,543.13754
1447, 5401, 54,男,5,0.5,差不多,475.59938
1448, 5401, 54,男,63,0.5,差不多,594.20011
1449, 5401, 54,男,251,0.5,差不多,464.02408
1450, 5401, 54,男,251,0.5,差不多,515.92744
1451, 5401, 54,男,251,0.5,差不多,615.3661
1452, 5401, 54,男,63,0.5,差不多,547.17184
1453, 5401, 54,男,63,0.5,差不多,553.1864
1454, 5401, 54,男,63,0.5,差不多,544.66369
1455, 5401, 54,男,18,0.5,差不多,567.10776
1456, 5401, 54,男,63,0.5,差不多,467.97551
1457, 5401, 54,男,5,0.5,差不多,560.24498
1458, 5401, 54,男,63,0.5,差不多,585.51762
1459, 5401, 54,男,18,0.5,差不多,599.31998
1460, 5401, 54,女,18,0.5,差不多,574.80079
1461, 5401, 54,女,151,0.5,差不多,461.70429
1462, 5401, 54,女,251,0.5,差不多,465.72894
1463, 5401, 54,女,18,0.5,差不多,550.1768
1464, 5401, 54,女,251,0.5,差不多,614.21832
1465, 5401, 54,女,5,0.5,差不多,509.09992
1466, 5401, 54,女,18,0.5,差不多,536.69979
1467, 5401, 54,女,63,0.5,差不多,539.08005
1468, 5401, 54,女,251,0.5,差不多,516.24312
1469, 5401, 54,女,18,0.5,差不多,570.37875
1470, 5401, 54,女,251,0.5,差不多,512.35477
1471, 5401, 54,女,63,0.5,差不多,590.51307
1472, 5401, 54,女,5,0.5,差不多,507.24804
1473, 5401, 54,女,151,0.5,差不多,441.92564
1474, 5501, 55,女,18,0.375,富有多,604.66849
1475, 5501, 55,男,63,0.375,富有多,597.05602
1476, 5501, 55,女,5,0.375,富有多,503.10285
1477, 5501, 55,男,251,0.375,富有多,590.8587
1478, 5501, 55,男,18,0.375,富有多,536.81127
1479, 5501, 55,男,5,0.375,富有多,565.73269
1480, 5501, 55,女,63,0.375,富有多,575.24128
1482, 5501, 55,男,5,0.375,富有多,361.89141
1483, 5601, 56,男,18,0.3,弱勢多,589.14332
1484, 5601, 56,男,5,0.3,弱勢多,557.26185
1485, 5601, 56,男,63,0.3,弱勢多,625.16892
1486, 5601, 56,男,5,0.3,弱勢多,509.24163
1487, 5601, 56,男,63,0.3,弱勢多,639.71421
1488, 5601, 56,男,18,0.3,弱勢多,462.83439
1489, 5601, 56,男,63,0.3,弱勢多,574.37518
1490, 5601, 56,男,18,0.3,弱勢多,591.44862
1491, 5601, 56,男,63,0.3,弱勢多,494.84694
1492, 5601, 56,男,63,0.3,弱勢多,524.9994
1493, 5601, 56,男,18,0.3,弱勢多,504.41841
1494, 5601, 56,男,5,0.3,弱勢多,513.28105
1495, 5601, 56,女,18,0.3,弱勢多,510.30864
1496, 5601, 56,女,18,0.3,弱勢多,488.80582
1497, 5601, 56,女,5,0.3,弱勢多,547.19145
1498, 5601, 56,女,151,0.3,弱勢多,434.28457
1499, 5601, 56,女,63,0.3,弱勢多,578.185
1500, 5601, 56,女,63,0.3,弱勢多,517.80336
1501, 5601, 56,男,5,0.3,弱勢多,550.38739
1502, 5601, 56,男,251,0.3,弱勢多,554.92149
1503, 5701, 57,男,151,0.428571428571429,富有多,555.5654
1504, 5701, 57,男,251,0.428571428571429,富有多,662.93521
1505, 5701, 57,男,63,0.428571428571429,富有多,591.84409
1506, 5701, 57,男,251,0.428571428571429,富有多,588.37981
1507, 5701, 57,男,5,0.428571428571429,富有多,494.62273
1508, 5701, 57,男,63,0.428571428571429,富有多,575.7375
1509, 5701, 57,男,251,0.428571428571429,富有多,584.46046
1510, 5701, 57,男,151,0.428571428571429,富有多,584.07813
1511, 5701, 57,男,18,0.428571428571429,富有多,521.97831
1512, 5701, 57,男,18,0.428571428571429,富有多,453.74938
1513, 5701, 57,男,18,0.428571428571429,富有多,561.90955
1514, 5701, 57,男,151,0.428571428571429,富有多,568.42023
1515, 5701, 57,男,251,0.428571428571429,富有多,584.4934
1516, 5701, 57,男,18,0.428571428571429,富有多,469.23717
1518, 5701, 57,男,63,0.428571428571429,富有多,585.81476
1519, 5701, 57,男,251,0.428571428571429,富有多,606.65009
1520, 5701, 57,女,151,0.428571428571429,富有多,589.79854
1521, 5701, 57,女,63,0.428571428571429,富有多,599.72482
1522, 5701, 57,女,63,0.428571428571429,富有多,585.72231
1523, 5701, 57,女,251,0.428571428571429,富有多,652.78087
1524, 5701, 57,女,5,0.428571428571429,富有多,548.89003
1525, 5701, 57,女,5,0.428571428571429,富有多,524.04309
1526, 5701, 57,女,63,0.428571428571429,富有多,580.63133
1527, 5701, 57,女,5,0.428571428571429,富有多,578.47682
1528, 5701, 57,女,151,0.428571428571429,富有多,617.66
1529, 5701, 57,女,151,0.428571428571429,富有多,526.44914
1530, 5701, 57,女,251,0.428571428571429,富有多,605.7356
1531, 5701, 57,女,63,0.428571428571429,富有多,549.38393
1532, 5702, 57,男,251,0.428571428571429,富有多,551.54926
1533, 5702, 57,男,251,0.428571428571429,富有多,629.95939
1534, 5702, 57,男,251,0.428571428571429,富有多,618.26171
1535, 5702, 57,男,251,0.428571428571429,富有多,673.69484
1536, 5702, 57,男,151,0.428571428571429,富有多,593.60526
1537, 5702, 57,男,251,0.428571428571429,富有多,486.17759
1538, 5702, 57,男,63,0.428571428571429,富有多,545.10301
1539, 5702, 57,男,18,0.428571428571429,富有多,496.34642
1540, 5702, 57,男,151,0.428571428571429,富有多,567.70048
1541, 5702, 57,男,63,0.428571428571429,富有多,557.92596
1542, 5702, 57,男,251,0.428571428571429,富有多,522.58215
1543, 5702, 57,男,251,0.428571428571429,富有多,501.60191
1544, 5702, 57,男,63,0.428571428571429,富有多,538.71849
1545, 5702, 57,男,151,0.428571428571429,富有多,491.36218
1546, 5702, 57,男,251,0.428571428571429,富有多,604.66125
1547, 5702, 57,男,5,0.428571428571429,富有多,545.6542
1548, 5702, 57,女,151,0.428571428571429,富有多,575.65346
1549, 5702, 57,女,251,0.428571428571429,富有多,652.40858
1550, 5702, 57,女,151,0.428571428571429,富有多,562.43012
1551, 5702, 57,女,251,0.428571428571429,富有多,677.28257
1552, 5702, 57,女,18,0.428571428571429,富有多,579.77238
1553, 5702, 57,女,251,0.428571428571429,富有多,543.49872
1554, 5702, 57,女,151,0.428571428571429,富有多,571.52971
1555, 5702, 57,女,18,0.428571428571429,富有多,463.83562
1556, 5702, 57,女,63,0.428571428571429,富有多,561.44752
1557, 5702, 57,女,251,0.428571428571429,富有多,437.30644
1558, 5702, 57,女,251,0.428571428571429,富有多,685.90371
1559, 5702, 57,女,63,0.428571428571429,富有多,530.64235
1560, 5801, 58,男,151,0.48,差不多,630.05831
1561, 5801, 58,男,251,0.48,差不多,637.26555
1563, 5801, 58,男,63,0.48,差不多,545.81619
1564, 5801, 58,男,151,0.48,差不多,599.28095
1565, 5801, 58,男,63,0.48,差不多,529.36562
1566, 5801, 58,男,5,0.48,差不多,582.35734
1567, 5801, 58,男,5,0.48,差不多,488.10732
1568, 5801, 58,男,251,0.48,差不多,383.44447
1569, 5801, 58,男,63,0.48,差不多,631.23941
1570, 5801, 58,男,63,0.48,差不多,600.94156
1571, 5801, 58,男,151,0.48,差不多,458.27401
1572, 5801, 58,男,18,0.48,差不多,587.20615
1573, 5801, 58,男,18,0.48,差不多,493.96635
1574, 5801, 58,女,18,0.48,差不多,477.52264
1575, 5801, 58,女,63,0.48,差不多,618.45162
1576, 5801, 58,女,63,0.48,差不多,618.3812
1577, 5801, 58,女,63,0.48,差不多,614.72884
1578, 5801, 58,女,151,0.48,差不多,602.09329
1579, 5801, 58,女,18,0.48,差不多,513.0043
1580, 5801, 58,女,63,0.48,差不多,613.7705
1581, 5801, 58,女,18,0.48,差不多,529.26602
1582, 5801, 58,女,251,0.48,差不多,637.31443
1584, 5801, 58,女,251,0.48,差不多,483.54502
1585, 5801, 58,女,5,0.48,差不多,597.56721
1586, 5801, 58,女,151,0.48,差不多,531.11587
1587, 5901, 59,男,63,0.464285714285714,差不多,555.05489
1588, 5901, 59,男,18,0.464285714285714,差不多,586.1145
1589, 5901, 59,男,251,0.464285714285714,差不多,572.40653
1590, 5901, 59,男,5,0.464285714285714,差不多,525.69278
1591, 5901, 59,男,251,0.464285714285714,差不多,538.76717
1592, 5901, 59,男,63,0.464285714285714,差不多,527.73824
1593, 5901, 59,男,63,0.464285714285714,差不多,649.11441
1594, 5901, 59,男,63,0.464285714285714,差不多,584.2635
1595, 5901, 59,男,63,0.464285714285714,差不多,582.50861
1596, 5901, 59,男,151,0.464285714285714,差不多,450.90439
1597, 5901, 59,男,63,0.464285714285714,差不多,543.52084
1598, 5901, 59,男,18,0.464285714285714,差不多,578.11844
1599, 5901, 59,男,63,0.464285714285714,差不多,614.3638
1600, 5901, 59,男,63,0.464285714285714,差不多,582.19583
1601, 5901, 59,男,63,0.464285714285714,差不多,529.17744
