學生,老師,學校,性別,書本數,女性比率,社經地位,閱讀成績
1602, 5901, 59,女,63,0.464285714285714,差不多,586.49654
1603, 5901, 59,女,151,0.464285714285714,差不多,648.30212
1604, 5901, 59,女,151,0.464285714285714,差不多,680.99974
1605, 5901, 59,女,63,0.464285714285714,差不多,675.60815
1606, 5901, 59,女,151,0.464285714285714,差不多,583.18199
1607, 5901, 59,女,18,0.464285714285714,差不多,490.67208
1608, 5901, 59,女,63,0.464285714285714,差不多,583.3153
1609, 5901, 59,女,151,0.464285714285714,差不多,635.14388
1610, 5901, 59,女,151,0.464285714285714,差不多,599.82035
1611, 5901, 59,女,63,0.464285714285714,差不多,614.41394
1612, 5901, 59,女,63,0.464285714285714,差不多,674.21154
1613, 5901, 59,女,63,0.464285714285714,差不多,532.63776
1614, 5901, 59,女,5,0.464285714285714,差不多,538.87961
1615, 6001, 60,男,18,0.541666666666667,差不多,698.22677
1616, 6001, 60,男,18,0.541666666666667,差不多,534.50973
1617, 6001, 60,男,63,0.541666666666667,差不多,545.80692
1618, 6001, 60,男,251,0.541666666666667,差不多,584.98692
1619, 6001, 60,男,63,0.541666666666667,差不多,556.22198
1620, 6001, 60,男,63,0.541666666666667,差不多,517.54216
1621, 6001, 60,男,5,0.541666666666667,差不多,377.84354
1622, 6001, 60,男,251,0.541666666666667,差不多,616.96295
1623, 6001, 60,男,251,0.541666666666667,差不多,617.30839
1624, 6001, 60,男,63,0.541666666666667,差不多,623.1113
1625, 6001, 60,男,5,0.541666666666667,差不多,631.24269
1626, 6001, 60,女,63,0.541666666666667,差不多,547.26062
1627, 6001, 60,女,63,0.541666666666667,差不多,507.98595
1628, 6001, 60,女,151,0.541666666666667,差不多,569.35713
1629, 6001, 60,女,63,0.541666666666667,差不多,678.66527
1630, 6001, 60,女,151,0.541666666666667,差不多,622.71128
1631, 6001, 60,女,63,0.541666666666667,差不多,608.59741
1632, 6001, 60,女,18,0.541666666666667,差不多,559.56146
1633, 6001, 60,女,63,0.541666666666667,差不多,603.61171
1634, 6001, 60,女,18,0.541666666666667,差不多,579.49843
1635, 6001, 60,女,18,0.541666666666667,差不多,592.68101
1636, 6001, 60,女,63,0.541666666666667,差不多,595.5519
1637, 6001, 60,女,63,0.541666666666667,差不多,575.28755
1638, 6001, 60,女,63,0.541666666666667,差不多,469.80207
1663, 6201, 62,女,151,0.5,差不多,598.57212
1664, 6201, 62,女,63,0.5,差不多,550.26683
1665, 6201, 62,女,251,0.5,差不多,548.24698
1666, 6201, 62,女,251,0.5,差不多,555.60511
1668, 6201, 62,女,63,0.5,差不多,554.38469
1669, 6201, 62,女,251,0.5,差不多,593.32677
1670, 6201, 62,女,63,0.5,差不多,638.92442
1671, 6201, 62,女,151,0.5,差不多,572.11364
1672, 6201, 62,女,18,0.5,差不多,618.03953
1673, 6201, 62,女,63,0.5,差不多,536.97326
1674, 6201, 62,女,63,0.5,差不多,547.45101
1675, 6201, 62,男,151,0.5,差不多,623.82013
1676, 6201, 62,男,151,0.5,差不多,685.37735
1677, 6201, 62,男,63,0.5,差不多,642.92772
1678, 6201, 62,男,63,0.5,差不多,501.64229
1679, 6201, 62,男,63,0.5,差不多,551.98163
1680, 6201, 62,男,251,0.5,差不多,567.13365
1681, 6201, 62,男,63,0.5,差不多,632.4406
1682, 6201, 62,男,151,0.5,差不多,597.74737
1683, 6201, 62,男,18,0.5,差不多,556.29124
1684, 6201, 62,男,151,0.5,差不多,594.87851
1685, 6201, 62,男,151,0.5,差不多,559.31475
1686, 6301, 63,男,251,0.432432432432432,富有多,604.68636
1687, 6301, 63,男,63,0.432432432432432,富有多,559.35165
1688, 6301, 63,男,251,0.432432432432432,富有多,569.63253
1689, 6301, 63,男,251,0.432432432432432,富有多,632.31425
1690, 6301, 63,男,151,0.432432432432432,富有多,627.3102
1691, 6301, 63,男,18,0.432432432432432,富有多,596.4603
1692, 6301, 63,男,151,0.432432432432432,富有多,591.69591
1693, 6301, 63,男,63,0.432432432432432,富有多,577.09605
1694, 6301, 63,男,151,0.432432432432432,富有多,614.64306
1695, 6301, 63,男,251,0.432432432432432,富有多,613.29582
1696, 6301, 63,男,251,0.432432432432432,富有多,561.15522
1697, 6301, 63,男,251,0.432432432432432,富有多,536.47076
1698, 6301, 63,男,251,0.432432432432432,富有多,581.96805
1699, 6301, 63,男,251,0.432432432432432,富有多,632.92339
1700, 6301, 63,男,63,0.432432432432432,富有多,566.11348
1701, 6301, 63,男,251,0.432432432432432,富有多,618.22597
1702, 6301, 63,男,251,0.432432432432432,富有多,565.16904
1703, 6301, 63,男,151,0.432432432432432,富有多,673.08415
1704, 6301, 63,男,251,0.432432432432432,富有多,663.78392
1705, 6301, 63,男,63,0.432432432432432,富有多,540.83871
1706, 6301, 63,男,151,0.432432432432432,富有多,609.35811
1707, 6301, 63,女,251,0.432432432432432,富有多,570.49689
1708, 6301, 63,女,151,0.432432432432432,富有多,640.27747
1709, 6301, 63,女,63,0.432432432432432,富有多,632.99516
1710, 6301, 63,女,251,0.432432432432432,富有多,633.69733
1711, 6301, 63,女,251,0.432432432432432,富有多,665.83459
1712, 6301, 63,女,251,0.432432432432432,富有多,606.22052
1713, 6301, 63,女,151,0.432432432432432,富有多,551.46706
1714, 6301, 63,女,151,0.432432432432432,富有多,623.62433
1715, 6301, 63,女,63,0.432432432432432,富有多,538.51911
1716, 6301, 63,女,63,0.432432432432432,富有多,563.06341
1717, 6301, 63,女,63,0.432432432432432,富有多,587.46407
1718, 6301, 63,女,151,0.432432432432432,富有多,464.72326
1719, 6301, 63,女,251,0.432432432432432,富有多,611.19772
1720, 6301, 63,女,63,0.432432432432432,富有多,631.74075
1721, 6301, 63,女,18,0.432432432432432,富有多,493.63232
1722, 6301, 63,女,251,0.432432432432432,富有多,612.15848
1723, 6401, 64,男,251,0.461538461538462,差不多,621.0556
1724, 6401, 64,男,5,0.461538461538462,差不多,507.16806
1725, 6401, 64,男,63,0.461538461538462,差不多,515.15707
1726, 6401, 64,男,63,0.461538461538462,差不多,577.50707
1727, 6401, 64,男,18,0.461538461538462,差不多,618.37695
1728, 6401, 64,男,18,0.461538461538462,差不多,504.54041
1729, 6401, 64,男,151,0.461538461538462,差不多,639.73584
1730, 6401, 64,男,251,0.461538461538462,差不多,559.5063
1731, 6401, 64,男,63,0.461538461538462,差不多,489.66592
1732, 6401, 64,男,5,0.461538461538462,差不多,451.43741
1733, 6401, 64,男,251,0.461538461538462,差不多,615.73848
1734, 6401, 64,男,63,0.461538461538462,差不多,479.95979
1735, 6401, 64,男,18,0.461538461538462,差不多,503.20746
1736, 6401, 64,女,251,0.461538461538462,差不多,686.90195
1737, 6401, 64,女,18,0.461538461538462,差不多,575.09146
1738, 6401, 64,女,18,0.461538461538462,差不多,418.17132
1739, 6401, 64,女,5,0.461538461538462,差不多,624.38552
1740, 6401, 64,女,18,0.461538461538462,差不多,582.61274
1741, 6401, 64,女,63,0.461538461538462,差不多,577.67583
1742, 6401, 64,女,151,0.461538461538462,差不多,547.81354
1743, 6401, 64,女,63,0.461538461538462,差不多,494.23412
1744, 6401, 64,女,18,0.461538461538462,差不多,503.35246
1745, 6401, 64,女,63,0.461538461538462,差不多,585.88605
1746, 6401, 64,女,18,0.461538461538462,差不多,568.84468
1747, 6401, 64,女,151,0.461538461538462,差不多,562.79091
1748, 6401, 64,男,251,0.461538461538462,差不多,660.65474
1749, 6402, 64,男,63,0.56,差不多,588.63386
1750, 6402, 64,男,5,0.56,差不多,615.6727
1751, 6402, 64,男,5,0.56,差不多,468.20647
1752, 6402, 64,男,63,0.56,差不多,556.36494
1753, 6402, 64,男,18,0.56,差不多,521.78724
1754, 6402, 64,男,63,0.56,差不多,515.32863
1755, 6402, 64,男,251,0.56,差不多,649.58243
1756, 6402, 64,男,63,0.56,差不多,565.37132
1757, 6402, 64,男,5,0.56,差不多,445.98477
1758, 6402, 64,男,18,0.56,差不多,536.2737
1759, 6402, 64,男,18,0.56,差不多,469.64829
1760, 6402, 64,女,63,0.56,差不多,634.3683
1761, 6402, 64,女,151,0.56,差不多,594.67228
1762, 6402, 64,女,251,0.56,差不多,582.48156
1763, 6402, 64,女,63,0.56,差不多,564.15825
1764, 6402, 64,女,63,0.56,差不多,505.75039
1765, 6402, 64,女,18,0.56,差不多,530.42732
1766, 6402, 64,女,18,0.56,差不多,532.90776
1767, 6402, 64,女,63,0.56,差不多,513.6289
1768, 6402, 64,女,18,0.56,差不多,550.33571
1769, 6402, 64,女,18,0.56,差不多,548.76455
1770, 6402, 64,女,63,0.56,差不多,585.02121
1771, 6402, 64,女,18,0.56,差不多,535.55646
1772, 6402, 64,女,18,0.56,差不多,556.62073
1773, 6402, 64,女,63,0.56,差不多,476.4136
1801, 6601, 66,男,5,0.384615384615385,富有多,508.09076
1802, 6601, 66,男,251,0.384615384615385,富有多,595.97635
1803, 6601, 66,男,18,0.384615384615385,富有多,547.24072
1804, 6601, 66,男,18,0.384615384615385,富有多,594.45455
1805, 6601, 66,男,251,0.384615384615385,富有多,581.04448
1806, 6601, 66,男,18,0.384615384615385,富有多,626.73042
1807, 6601, 66,男,18,0.384615384615385,富有多,575.70282
1808, 6601, 66,男,18,0.384615384615385,富有多,517.88992
1809, 6601, 66,男,251,0.384615384615385,富有多,498.01466
1810, 6601, 66,男,18,0.384615384615385,富有多,551.88098
1811, 6601, 66,男,5,0.384615384615385,富有多,592.88339
1812, 6601, 66,男,63,0.384615384615385,富有多,527.73205
1813, 6601, 66,男,151,0.384615384615385,富有多,538.6415
1814, 6601, 66,男,5,0.384615384615385,富有多,506.09592
1815, 6601, 66,男,251,0.384615384615385,富有多,568.78836
1816, 6601, 66,男,63,0.384615384615385,富有多,533.42938
1817, 6601, 66,女,63,0.384615384615385,富有多,608.88198
1818, 6601, 66,女,251,0.384615384615385,富有多,646.36563
1819, 6601, 66,女,63,0.384615384615385,富有多,576.08989
1820, 6601, 66,女,18,0.384615384615385,富有多,536.30818
1821, 6601, 66,女,151,0.384615384615385,富有多,553.24648
1822, 6601, 66,女,5,0.384615384615385,富有多,449.51792
1823, 6601, 66,女,18,0.384615384615385,富有多,595.89839
1824, 6601, 66,女,251,0.384615384615385,富有多,533.51304
1825, 6601, 66,女,63,0.384615384615385,富有多,527.69651
1826, 6601, 66,女,63,0.384615384615385,富有多,570.66178
1827, 6602, 66,男,18,0.481481481481481,富有多,622.00216
1828, 6602, 66,男,151,0.481481481481481,富有多,671.96023
1829, 6602, 66,男,18,0.481481481481481,富有多,469.36535
1830, 6602, 66,男,63,0.481481481481481,富有多,611.72379
1831, 6602, 66,男,63,0.481481481481481,富有多,627.38178
1832, 6602, 66,男,151,0.481481481481481,富有多,564.34265
1833, 6602, 66,男,63,0.481481481481481,富有多,549.26338
1834, 6602, 66,男,151,0.481481481481481,富有多,693.67741
1836, 6602, 66,男,63,0.481481481481481,富有多,622.29302
1837, 6602, 66,男,63,0.481481481481481,富有多,484.28611
1838, 6602, 66,男,5,0.481481481481481,富有多,463.771
1839, 6602, 66,男,251,0.481481481481481,富有多,617.33089
1840, 6602, 66,男,251,0.481481481481481,富有多,578.66499
1841, 6602, 66,男,63,0.481481481481481,富有多,498.61627
1842, 6602, 66,女,18,0.481481481481481,富有多,574.10732
1843, 6602, 66,女,63,0.481481481481481,富有多,694.65585
1844, 6602, 66,女,251,0.481481481481481,富有多,615.34987
1845, 6602, 66,女,63,0.481481481481481,富有多,606.53495
1846, 6602, 66,女,251,0.481481481481481,富有多,609.6339
1847, 6602, 66,女,18,0.481481481481481,富有多,549.00469
1848, 6602, 66,女,63,0.481481481481481,富有多,524.98685
1849, 6602, 66,女,151,0.481481481481481,富有多,578.95613
1850, 6602, 66,女,18,0.481481481481481,富有多,573.76363
1851, 6602, 66,女,151,0.481481481481481,富有多,586.89733
1852, 6602, 66,女,18,0.481481481481481,富有多,599.33466
1853, 6602, 66,女,251,0.481481481481481,富有多,638.63019
1854, 6602, 66,女,18,0.481481481481481,富有多,576.31941
1855, 6701, 67,男,5,0.583333333333333,弱勢多,489.60826
1856, 6701, 67,男,18,0.583333333333333,弱勢多,590.59248
1857, 6701, 67,男,5,0.583333333333333,弱勢多,480.57087
1858, 6701, 67,男,5,0.583333333333333,弱勢多,590.86256
1859, 6701, 67,男,5,0.583333333333333,弱勢多,490.66088
1860, 6701, 67,男,251,0.583333333333333,弱勢多,525.19173
1861, 6701, 67,男,63,0.583333333333333,弱勢多,528.09632
1862, 6701, 67,男,18,0.583333333333333,弱勢多,547.40464
1863, 6701, 67,男,5,0.583333333333333,弱勢多,521.55048
1864, 6701, 67,女,63,0.583333333333333,弱勢多,543.57416
1865, 6701, 67,女,18,0.583333333333333,弱勢多,538.59388
1866, 6701, 67,女,5,0.583333333333333,弱勢多,496.53025
1867, 6701, 67,女,18,0.583333333333333,弱勢多,556.27878
1868, 6701, 67,女,151,0.583333333333333,弱勢多,523.86622
1869, 6701, 67,女,18,0.583333333333333,弱勢多,632.64355
1870, 6701, 67,女,63,0.583333333333333,弱勢多,509.82739
1871, 6701, 67,女,18,0.583333333333333,弱勢多,551.75386
1872, 6701, 67,女,5,0.583333333333333,弱勢多,484.153
1873, 6701, 67,女,18,0.583333333333333,弱勢多,574.59543
1874, 6701, 67,女,151,0.583333333333333,弱勢多,542.06608
1875, 6701, 67,女,63,0.583333333333333,弱勢多,495.04303
1876, 6701, 67,女,18,0.583333333333333,弱勢多,469.70798
1877, 6701, 67,女,151,0.583333333333333,弱勢多,579.94133
1878, 6701, 67,男,5,0.583333333333333,弱勢多,563.80489
1879, 6801, 68,男,5,0.470588235294118,差不多,605.64152
1880, 6801, 68,男,251,0.470588235294118,差不多,581.77263
1881, 6801, 68,男,251,0.470588235294118,差不多,599.09201
1882, 6801, 68,男,63,0.470588235294118,差不多,618.08629
1883, 6801, 68,男,151,0.470588235294118,差不多,543.75383
1884, 6801, 68,男,63,0.470588235294118,差不多,602.33102
1885, 6801, 68,男,251,0.470588235294118,差不多,704.77841
1886, 6801, 68,男,251,0.470588235294118,差不多,548.26919
1887, 6801, 68,男,5,0.470588235294118,差不多,596.78139
1888, 6801, 68,男,251,0.470588235294118,差不多,585.51598
1889, 6801, 68,男,63,0.470588235294118,差不多,527.70066
1890, 6801, 68,男,151,0.470588235294118,差不多,582.15661
1891, 6801, 68,男,251,0.470588235294118,差不多,527.17575
1892, 6801, 68,男,151,0.470588235294118,差不多,643.28117
1893, 6801, 68,男,151,0.470588235294118,差不多,607.15346
1894, 6801, 68,男,18,0.470588235294118,差不多,438.4487
1895, 6801, 68,男,251,0.470588235294118,差不多,606.44618
1896, 6801, 68,男,251,0.470588235294118,差不多,632.83066
1897, 6801, 68,女,151,0.470588235294118,差不多,613.10668
1898, 6801, 68,女,63,0.470588235294118,差不多,541.32952
1899, 6801, 68,女,5,0.470588235294118,差不多,621.46199
1900, 6801, 68,女,63,0.470588235294118,差不多,588.45922
1901, 6801, 68,女,63,0.470588235294118,差不多,707.01513
1902, 6801, 68,女,251,0.470588235294118,差不多,603.223
1903, 6801, 68,女,63,0.470588235294118,差不多,601.25096
1904, 6801, 68,女,18,0.470588235294118,差不多,594.6914
1905, 6801, 68,女,63,0.470588235294118,差不多,538.28882
1906, 6801, 68,女,151,0.470588235294118,差不多,601.85827
1907, 6801, 68,女,63,0.470588235294118,差不多,569.31936
1908, 6801, 68,女,18,0.470588235294118,差不多,679.34638
1909, 6801, 68,女,251,0.470588235294118,差不多,650.03508
1910, 6801, 68,女,151,0.470588235294118,差不多,660.8716
1911, 6801, 68,女,63,0.470588235294118,差不多,552.08876
1912, 6801, 68,女,18,0.470588235294118,差不多,509.64338
1913, 6802, 68,男,63,0.5,差不多,615.70139
1914, 6802, 68,男,151,0.5,差不多,629.28707
1915, 6802, 68,男,18,0.5,差不多,567.6175
1916, 6802, 68,男,251,0.5,差不多,610.01391
1917, 6802, 68,男,251,0.5,差不多,450.43376
1918, 6802, 68,男,18,0.5,差不多,606.77442
1919, 6802, 68,男,5,0.5,差不多,498.64448
1920, 6802, 68,男,18,0.5,差不多,633.32282
1921, 6802, 68,男,18,0.5,差不多,533.14973
1922, 6802, 68,男,5,0.5,差不多,522.76752
1923, 6802, 68,男,18,0.5,差不多,410.17612
1924, 6802, 68,男,151,0.5,差不多,594.02884
1925, 6802, 68,男,251,0.5,差不多,540.13934
1926, 6802, 68,男,63,0.5,差不多,574.08578
1927, 6802, 68,男,151,0.5,差不多,471.54962
1928, 6802, 68,男,151,0.5,差不多,492.9599
1929, 6802, 68,女,63,0.5,差不多,559.70828
1930, 6802, 68,女,151,0.5,差不多,591.87838
1931, 6802, 68,女,18,0.5,差不多,496.55672
1932, 6802, 68,女,151,0.5,差不多,569.83114
1933, 6802, 68,女,63,0.5,差不多,589.39592
1934, 6802, 68,女,5,0.5,差不多,594.77728
1935, 6802, 68,女,63,0.5,差不多,568.9663
1936, 6802, 68,女,251,0.5,差不多,607.0333
1938, 6802, 68,女,63,0.5,差不多,562.07087
1939, 6802, 68,女,251,0.5,差不多,674.36764
1940, 6802, 68,女,151,0.5,差不多,603.31564
1941, 6802, 68,女,63,0.5,差不多,648.64021
1942, 6802, 68,女,18,0.5,差不多,675.47957
1943, 6802, 68,女,5,0.5,差不多,397.42765
1944, 6802, 68,女,251,0.5,差不多,519.76623
1945, 6802, 68,女,63,0.5,差不多,575.78087
1946, 6901, 69,女,5,0.388888888888889,弱勢多,500.00255
1947, 6901, 69,女,63,0.388888888888889,弱勢多,563.92052
1948, 6901, 69,女,5,0.388888888888889,弱勢多,586.85173
1949, 6901, 69,女,63,0.388888888888889,弱勢多,448.04858
1950, 6901, 69,女,251,0.388888888888889,弱勢多,562.88635
1951, 6901, 69,女,5,0.388888888888889,弱勢多,456.08308
1952, 6901, 69,女,63,0.388888888888889,弱勢多,488.73125
1953, 6901, 69,男,5,0.388888888888889,弱勢多,452.92444
1954, 6901, 69,男,63,0.388888888888889,弱勢多,479.76254
1955, 6901, 69,男,18,0.388888888888889,弱勢多,362.27848
1956, 6901, 69,男,151,0.388888888888889,弱勢多,577.7619
1957, 6901, 69,男,63,0.388888888888889,弱勢多,643.53155
1958, 6901, 69,男,5,0.388888888888889,弱勢多,554.30896
1959, 6901, 69,男,151,0.388888888888889,弱勢多,600.7871
1960, 6901, 69,男,251,0.388888888888889,弱勢多,570.00607
1961, 6901, 69,男,5,0.388888888888889,弱勢多,550.33416
1962, 6901, 69,男,18,0.388888888888889,弱勢多,534.52045
1963, 6901, 69,男,63,0.388888888888889,弱勢多,655.22083
1964, 7001, 70,男,5,0.423076923076923,富有多,423.96968
1965, 7001, 70,男,63,0.423076923076923,富有多,671.58804
1966, 7001, 70,男,18,0.423076923076923,富有多,511.96549
1967, 7001, 70,男,251,0.423076923076923,富有多,490.84258
1968, 7001, 70,男,151,0.423076923076923,富有多,552.70003
1969, 7001, 70,男,63,0.423076923076923,富有多,573.39317
1970, 7001, 70,男,18,0.423076923076923,富有多,640.16532
1971, 7001, 70,男,151,0.423076923076923,富有多,599.57924
1972, 7001, 70,男,63,0.423076923076923,富有多,630.55849
1973, 7001, 70,男,151,0.423076923076923,富有多,619.32554
1974, 7001, 70,男,5,0.423076923076923,富有多,450.4952
1975, 7001, 70,男,63,0.423076923076923,富有多,431.92479
1976, 7001, 70,男,18,0.423076923076923,富有多,597.068
1977, 7001, 70,男,18,0.423076923076923,富有多,601.70062
1978, 7001, 70,男,5,0.423076923076923,富有多,505.22935
1979, 7001, 70,女,63,0.423076923076923,富有多,621.55926
1980, 7001, 70,女,63,0.423076923076923,富有多,532.41356
1981, 7001, 70,女,18,0.423076923076923,富有多,622.25766
1982, 7001, 70,女,18,0.423076923076923,富有多,591.9461
1983, 7001, 70,女,18,0.423076923076923,富有多,466.18198
1984, 7001, 70,女,63,0.423076923076923,富有多,642.67821
1985, 7001, 70,女,5,0.423076923076923,富有多,542.49797
1986, 7001, 70,女,63,0.423076923076923,富有多,553.13057
1987, 7001, 70,女,5,0.423076923076923,富有多,460.2192
1988, 7001, 70,女,251,0.423076923076923,富有多,526.79274
1989, 7001, 70,女,18,0.423076923076923,富有多,532.63989
1990, 7101, 71,女,5,0.423076923076923,富有多,558.82905
1991, 7101, 71,女,251,0.423076923076923,富有多,608.18571
