"性別" "數學" "數學興趣" "數學評價" "數學信心" "科學" "科學興趣" "科學評價" "科學信心" "教育資源" "父母教育"
"男" 637.39316 7.71308 6.48714 8.99736 662.05093 9.11856 7.41821 9.61581 9.64761 "高中"
"男" 601.58623 9.4964 7.91135 8.76168 569.72806 9.57219 10.65629 8.36075 11.48712 "專科"
"男" 584.11042 9.86638 7.30474 10.35323 572.25771 9.34076 8.81725 9.86849 9.64761 "高中"
"男" 589.10819 6.198 6.7011 7.34181 607.2647 9.81723 8.21205 9.12286 9.03613 "高中"
"男" 619.40034 9.68014 8.12441 9.89515 595.18045 8.90441 8.01452 8.08863 9.03613 "高中"
"男" 706.50914 13.84849 13.48293 13.03594 649.44224 13.51778 12.9367 11.82899 10.23835 "專科"
"男" 476.86156 9.13133 7.30474 8.51577 463.40121 9.11856 7.81751 8.87381 9.64761 "高中"
"男" 612.45845 10.67004 10.77308 8.99736 588.39585 10.68878 9.6695 10.13014 10.23835 "大學以上"
"男" 684.45381 10.45644 8.82228 11.12082 647.83845 8.69661 6.75863 8.87381 10.23835 "大學以上"
"男" 509.04449 5.09484 5.72855 7.678 553.49898 13.51778 11.88785 10.13014 10.84499 "高中"
"男" 783.35572 7.95043 9.98068 9.89515 673.40328 8.69661 9.89532 8.87381 11.48712 "大學以上"
"男" 700.35575 12.72711 10.34734 12.59517 648.76418 10.68878 8.81725 9.86849 10.23835 "高中"
"男" 634.36401 11.14859 8.34615 9.89515 617.14234 8.09896 6.99286 6.76777 11.48712 "大學以上"
"女" 434.55839 8.94763 8.57829 8.76168 420.88901 8.09896 9.23574 8.36075 10.84499 "專科"
"女" 591.79838 9.68014 8.82228 8.25602 524.36992 9.11856 9.23574 7.49248 9.03613 "高中"
"女" 613.38937 9.31385 8.12441 8.25602 528.93431 11.06414 8.41123 8.36075 10.84499 "高中"
"女" 712.26455 10.25252 7.50425 12.13375 679.18679 10.36663 8.6128 11.82899 13.51543 "大學以上"
"女" 624.04177 8.76139 8.82228 6.49606 648.61871 10.07979 9.6695 10.13014 10.23835 "專科"
"女" 632.29896 11.75478 13.48293 12.59517 593.71236 10.07979 9.89532 11.39185 11.48712 "大學以上"
"女" 664.18948 9.4964 7.91135 8.76168 591.18377 8.09896 8.01452 9.36803 12.25657 "大學以上"
"女" 558.42263 8.37412 7.70526 7.678 510.08662 8.69661 8.01452 7.80038 9.64761 "高中"
"女" 713.05505 9.68014 8.34615 10.35323 714.44531 11.06414 9.02481 10.4058 11.48712 "大學以上"
"女" 574.34762 5.09484 7.10653 5.90622 568.64081 6.06022 7.61946 5.74112 10.84499 "專科"
"女" 686.47643 8.57095 8.12441 9.45004 586.53542 7.9045 9.02481 8.62122 10.84499 "專科"
"女" 563.78608 8.16805 8.57829 8.25602 500.96157 7.71018 6.50215 7.80038 10.23835 "高中"
"男" 591.42178 8.57095 8.34615 6.95612 627.75536 8.09896 9.02481 6.313 10.84499 "大學以上"
"男" 563.23632 12.72711 13.48293 13.19086 559.36401 9.11856 9.23574 9.12286 9.64761 "高中"
"男" 643.34166 5.09484 7.50425 7.34181 615.25854 13.51778 12.9367 11.02414 10.84499 "大學以上"
"男" 782.96609 11.75478 9.08085 12.13375 723.69455 11.06414 9.6695 11.02414 10.84499 "大學以上"
"男" 681.05018 12.72711 10.34734 15.85188 592.0202 11.533 12.9367 14.84182 10.84499 "高中"
"男" 512.31539 9.4964 7.91135 7.97991 568.22393 9.57219 7.81751 9.12286 9.64761 "專科"
"男" 448.33626 7.44727 4.96949 9.89515 440.90093 6.27004 4.2834 9.12286 10.23835 "專科"
"男" 649.06323 10.05658 8.12441 11.41779 601.96877 13.51778 9.23574 13.18921 11.48712 "大學以上"
"男" 583.25189 10.89898 13.48293 10.35323 602.06052 13.51778 7.21074 13.18921 10.23835 "專科"
"男" 627.72345 9.31385 7.91135 10.12116 508.79982 7.71018 7.21074 5.95438 9.64761 "高中"
"男" 630.61118 8.37412 7.91135 7.97991 625.87179 8.295 8.6128 8.76113 13.51543 "大學以上"
"男" 578.09232 9.68014 8.57829 7.97991 548.04409 9.57219 9.45051 9.86849 9.64761 "大學以上"
"女" 767.36391 8.16805 9.08085 9.22591 694.72747 10.36663 10.65629 12.38397 10.23835 "大學以上"
"女" 641.36692 9.13133 7.91135 9.45004 573.31857 8.49394 8.6128 8.08863 10.84499 "大學以上"
"女" 636.71201 8.37412 7.50425 8.76168 547.14754 9.11856 8.21205 8.87381 10.23835 "專科"
"女" 626.74632 7.71308 7.30474 3.27793 626.31646 13.51778 9.6695 12.38397 10.84499 "高中"
"女" 623.80704 8.94763 7.70526 8.99736 538.50833 8.295 8.41123 9.36803 10.23835 "專科"
"女" 625.18181 6.74882 8.12441 6.49606 634.54717 7.71018 8.6128 5.74112 13.51543 "大學以上"
"女" 606.89022 9.4964 8.12441 9.22591 587.98793 8.69661 8.81725 9.12286 11.48712 "專科"
"女" 581.31645 9.4964 7.70526 6.95612 576.94559 10.07979 9.02481 6.76777 11.48712 "專科"
"女" 562.72332 8.94763 7.50425 9.30926 505.12908 9.34076 8.81725 9.36803 11.48712 "大學以上"
"女" 519.66672 8.94763 4.96949 7.97991 463.60797 8.295 5.31763 7.49248 10.84499 "專科"
"女" 581.6514 10.45644 9.08085 10.59469 517.20158 9.11856 8.41123 8.08863 12.25657 "大學以上"
"男" 856.85178 11.14859 11.3019 14.06165 795.13034 12.1963 12.9367 14.84182 12.25657 "大學以上"
"男" 733.47227 12.72711 9.98068 11.41779 654.3114 12.1963 10.65629 11.02414 12.25657 "專科"
"男" 634.04098 5.09484 5.72855 8.51577 608.0045 8.49394 8.21205 7.80038 12.25657 "大學以上"
"男" 768.53769 9.31385 7.91135 11.12082 688.85652 10.36663 9.6695 11.39185 11.48712 "大學以上"
"男" 677.86803 10.05658 10.34734 12.13375 591.72635 8.49394 9.02481 3.24992 11.48712 "大學以上"
"男" 657.00707 9.4964 7.91135 10.35323 616.94477 9.34076 9.45051 10.13014 11.48712 "專科"
"男" 613.25708 9.86638 13.48293 15.85188 620.12456 13.51778 12.9367 11.82899 11.48712 "大學以上"
"男" 615.24184 9.31385 8.57829 8.51577 555.32767 9.34076 8.41123 8.36075 12.25657 "大學以上"
"女" 609.29156 9.13133 7.91135 9.6723 603.99072 11.533 8.81725 11.39185 10.23835 "高中"
"男" 628.41573 8.76139 7.30474 10.59469 625.23362 13.51778 8.41123 14.84182 9.64761 "高中"
"男" 663.17761 9.68014 7.91135 13.19086 534.5942 7.51243 8.01452 8.62122 10.84499 "大學以上"
"男" 517.55413 10.89898 13.48293 9.22591 432.96512 10.07979 12.9367 9.12286 10.84499 "大學以上"
"男" 541.18422 9.4964 8.82228 8.76168 560.96431 8.69661 7.81751 8.62122 11.48712 "大學以上"
"男" 690.05845 8.37412 6.01079 8.99736 623.98206 9.57219 8.41123 8.87381 9.64761 "高中"
"男" 692.04254 9.13133 7.10653 8.99736 612.20178 8.49394 8.21205 8.36075 9.03613 "高中"
"男" 534.72572 10.45644 11.3019 8.76168 515.20859 10.36663 9.23574 6.76777 10.84499 "大學以上"
"男" 551.23933 9.31385 7.70526 8.51577 521.332 9.34076 9.45051 8.87381 11.48712 "大學以上"
"男" 451.81194 7.13627 5.39638 8.25602 504.89523 8.90441 9.89532 9.12286 11.48712 "大學以上"
"男" 619.13164 13.84849 13.48293 15.85188 521.11303 3.8465 4.2834 3.24992 10.23835 "大學以上"
"男" 635.68489 8.37412 6.90631 9.6723 615.78647 9.57219 8.41123 8.62122 11.48712 "大學以上"
"男" 744.94423 8.94763 8.57829 11.41779 673.83237 9.57219 9.02481 10.70197 13.51543 "大學以上"
"男" 579.86975 9.86638 8.82228 9.6723 601.43421 9.34076 11.88785 10.13014 13.51543 "大學以上"
"男" 633.33834 9.68014 7.10653 10.59469 587.31883 9.57219 7.81751 8.36075 10.23835 "大學以上"
"男" 679.80458 10.67004 8.34615 12.13375 632.71825 9.81723 9.45051 11.39185 9.03613 "高中"
"男" 539.19623 10.89898 13.48293 9.45004 554.15343 9.57219 12.9367 9.12286 13.51543 "大學以上"
"男" 616.01642 8.57095 7.10653 10.35323 579.4186 8.49394 7.81751 8.08863 11.48712 "大學以上"
"男" 504.81239 10.05658 7.70526 8.76168 552.28765 9.34076 8.81725 9.86849 10.84499 "專科"
"男" 524.92005 8.94763 8.12441 8.99736 475.4836 8.49394 9.45051 8.47162 13.51543 "大學以上"
"男" 543.12288 9.68014 10.34734 7.34181 534.87968 11.533 11.35416 8.87381 10.23835 "大學以上"
"男" 619.29232 10.67004 8.82228 10.59469 533.32182 8.90441 9.02481 8.36075 13.51543 "大學以上"
"男" 506.48726 9.13133 8.34615 8.51577 543.1219 9.11856 9.45051 9.36803 11.48712 "大學以上"
"女" 699.67115 9.68014 12.04145 9.89515 640.72872 9.57219 10.97071 9.61581 12.25657 "大學以上"
"女" 625.8428 9.4964 8.34615 8.99736 507.8092 9.11856 8.41123 8.87381 10.23835 "高中"
"女" 785.45707 9.31385 9.98068 12.59517 717.4373 9.81723 10.38161 12.38397 9.03613 "高中"
"女" 524.87773 9.86638 7.70526 8.51577 546.20064 9.34076 8.21205 8.87381 9.64761 "高中"
"女" 661.23082 9.86638 8.34615 9.6723 589.58184 8.49394 9.02481 9.12286 10.84499 "專科"
"女" 628.1663 9.86638 7.70526 9.45004 596.02619 9.11856 9.02481 9.36803 9.64761 "高中"
"女" 637.25408 9.31385 9.65438 8.76168 593.56038 10.36663 10.65629 10.13014 11.48712 "大學以上"
"女" 597.82616 8.76139 8.12441 7.678 566.15895 8.09896 8.41123 7.49248 11.48712 "大學以上"
"女" 566.36658 9.13133 8.34615 7.678 588.86552 9.34076 9.45051 8.87381 11.48712 "專科"
"女" 568.755 9.68014 8.57829 10.35323 531.85711 8.69661 9.23574 7.49248 10.84499 "高中"
"女" 511.27101 8.76139 9.35676 9.22591 493.29601 9.34076 9.89532 9.86849 10.84499 "高中"
"女" 470.55918 10.25252 8.82228 8.99736 432.09578 9.11856 9.45051 9.12286 8.3581 "高中"
"女" 504.71084 9.13133 8.57829 6.95612 498.57193 8.90441 8.01452 6.313 9.64761 "初中"
"女" 410.49401 6.198 7.50425 3.27793 451.60663 7.31154 7.41821 3.24992 8.3581 "高中"
"女" 585.2577 9.31385 9.35676 7.678 586.09645 9.11856 9.89532 8.08863 10.23835 "高中"
"女" 660.09769 13.84849 9.35676 15.85188 638.79131 13.51778 9.6695 14.84182 9.03613 "高中"
"女" 524.63776 9.68014 9.08085 8.99736 515.55384 10.68878 8.21205 9.61581 12.25657 "大學以上"
"女" 585.58919 7.95043 6.25944 6.95612 602.19983 10.07979 7.21074 8.62122 9.03613 "專科"
"男" 667.37731 13.84849 13.48293 13.19086 627.39395 13.51778 12.9367 13.18921 7.56439 "初中"
"女" 638.21517 12.15847 9.35676 10.59469 609.35572 13.51778 9.23574 9.12286 13.51543 "大學以上"
"女" 449.07286 7.44727 7.30474 6.49606 463.5104 8.295 8.01452 8.62122 9.03613 "高中"
"女" 466.0173 5.09484 6.25944 6.49606 473.03687 8.90441 5.83503 8.08863 9.03613 "高中"
"女" 628.58655 9.86638 9.08085 10.84951 574.10686 12.1963 10.13091 11.39185 11.48712 "大學以上"
"男" 685.52402 8.94763 8.57829 9.22591 648.13078 8.49394 8.6128 9.12286 9.03613 "高中"
"男" 557.08627 10.89898 7.70526 8.99736 524.58749 9.34076 8.6128 8.08863 10.23835 "大學以上"
"男" 711.91045 8.76139 7.91135 8.51577 649.17223 8.295 8.6128 8.36075 9.64761 "專科"
"男" 732.59324 9.68014 11.3019 9.6723 647.91298 10.68878 10.97071 10.70197 9.03613 "高中"
"男" 674.27365 9.31385 8.82228 11.75008 624.71058 9.57219 8.41123 11.82899 9.64761 "初中"
"男" 636.0302 11.42832 7.30474 13.19086 577.37874 10.68878 7.61946 11.82899 8.3581 "高中"
"男" 541.91448 8.37412 9.08085 9.22591 529.49398 8.90441 9.45051 8.36075 7.56439 "國小以下"
"男" 506.47668 10.05658 9.98068 8.99736 543.35819 13.51778 9.89532 10.4058 8.3581 "高中"
"男" 507.56828 6.198 6.7011 3.27793 512.08915 7.51243 6.20452 3.24992 10.23835 "高中"
"男" 672.32341 8.57095 7.50425 12.13375 584.99652 8.09896 8.21205 8.08863 11.48712 "大學以上"
"男" 766.07233 11.75478 9.98068 12.13375 698.93463 12.1963 10.65629 11.82899 11.48712 "大學以上"
"男" 747.05226 8.57095 7.70526 10.59469 647.43227 9.81723 8.21205 10.13014 10.23835 "大學以上"
"男" 746.05365 12.15847 11.3019 11.75008 701.35055 13.51778 11.35416 13.18921 13.51543 "大學以上"
"男" 715.96884 8.16805 9.35676 7.97991 625.93121 12.1963 10.97071 13.18921 11.48712 "大學以上"
"男" 608.97409 9.4964 8.57829 9.22591 531.52686 8.69661 9.45051 9.36803 10.23835 "高中"
"男" 644.0737 9.86638 8.82228 11.41779 624.06869 7.71018 7.81751 8.36075 9.03613 "高中"
"男" 616.58666 8.57095 7.50425 8.76168 605.56951 9.34076 8.41123 10.13014 12.25657 "大學以上"
"男" 823.0991 13.84849 10.34734 15.85188 720.39394 11.06414 9.23574 11.39185 9.03613 "高中"
"男" 526.99467 8.16805 6.90631 7.678 489.79481 7.9045 7.61946 8.08863 9.03613 "高中"
"男" 470.30641 9.13133 7.30474 8.76168 461.84277 8.295 7.81751 8.36075 8.3581 "初中"
"女" 649.61264 9.68014 8.82228 9.89515 524.78319 8.69661 8.41123 7.1526 8.3581 "高中"
"女" 548.31307 5.09484 4.96949 3.27793 540.42446 8.09896 7.21074 7.49248 10.23835 "大學以上"
"女" 596.02602 8.94763 7.30474 8.76168 538.04366 9.34076 8.21205 9.61581 10.84499 "專科"
"女" 303.08213 8.37412 3.03682 8.76168 299.62674 7.71018 8.21205 9.12286 8.3581 "高中"
"女" 679.31963 9.13133 8.34615 9.22591 621.46078 7.9045 8.81725 9.12286 8.3581 "高中"
"女" 625.01222 8.57095 7.30474 9.22591 555.81943 8.69661 7.81751 8.87381 10.84499 "大學以上"
"女" 524.58788 8.16805 7.50425 7.678 570.37204 7.9045 8.21205 8.08863 9.03613 "高中"
"女" 557.55385 8.94763 7.50425 7.678 540.10491 8.69661 8.81725 8.08863 8.3581 "初中"
"女" 555.78455 7.13627 6.01079 7.678 505.61189 8.49394 6.75863 7.1526 9.03613 "高中"
"女" 533.40284 8.37412 8.12441 7.678 459.50546 8.90441 8.81725 8.62122 8.3581 "高中"
"女" 556.19322 9.13133 6.90631 8.76168 515.28406 8.295 7.61946 8.08863 9.03613 "高中"
"男" 593.34541 8.76139 7.91135 8.99736 567.91135 8.09896 9.23574 8.62122 10.23835 "高中"
"男" 483.98473 8.57095 7.91135 8.25602 498.17064 8.295 7.61946 8.23941 11.48712 "大學以上"
"男" 670.87436 10.05658 10.34734 9.45004 660.49307 9.34076 10.13091 8.62122 11.48712 "大學以上"
"男" 368.77845 6.198 6.25944 5.90622 379.7364 3.8465 4.2834 7.74172 7.56439 "初中"
"男" 468.48979 8.76139 7.33286 8.51577 538.92637 13.51778 8.81725 11.02414 11.48712 "高中"
"男" 554.34664 7.44727 6.7011 5.04751 551.37982 7.10319 5.83503 3.24992 10.23835 "專科"
"男" 708.89299 11.75478 9.65438 13.19086 636.76564 9.11856 8.6128 8.87381 13.51543 "大學以上"
"女" 583.13296 9.86638 7.91135 9.22591 564.87622 9.34076 9.23574 8.36075 8.3581 "初中"
"男" 675.01994 11.14859 10.77308 8.25602 620.32364 11.533 10.97071 10.70197 11.48712 "高中"
"男" 593.2335 9.13133 8.12441 8.51577 518.02197 8.09896 8.81725 8.87381 10.23835 "高中"
"男" 508.48015 9.31385 10.34734 9.6723 484.40143 8.295 8.81725 8.08863 9.64761 "高中"
"男" 570.66906 9.86638 9.65438 8.51577 509.31554 9.11856 8.50573 6.313 10.23835 "高中"
"男" 631.85088 12.72711 12.04145 15.85188 570.53938 11.06414 8.01452 9.12286 8.3581 "高中"
"男" 589.14761 7.95043 8.82228 8.76168 637.62381 9.11856 8.81725 9.86849 10.84499 "大學以上"
"男" 603.7525 9.13133 9.65438 8.76168 601.04257 11.533 8.81725 10.4058 10.84499 "大學以上"
"女" 625.48424 10.25252 8.82228 9.6723 620.25224 8.90441 9.45051 8.36075 12.25657 "大學以上"
"女" 676.11866 7.95043 8.12441 6.95612 598.82515 11.533 12.9367 10.4058 13.51543 "大學以上"
"女" 556.295 6.74882 7.10653 7.97991 470.77467 5.65807 4.2834 5.74112 8.3581 "高中"
"女" 509.07545 6.74882 7.70526 6.49606 532.47272 9.57219 8.21205 7.80038 9.03613 "高中"
"女" 492.79903 5.09484 3.03682 5.04751 464.63731 5.07484 4.2834 3.24992 7.56439 "高中"
"女" 643.22786 10.25252 13.48293 9.89515 644.4319 9.57219 10.97071 8.62122 10.23835 "大學以上"
"女" 410.55225 8.37412 7.10653 3.27793 440.03008 8.49394 8.41123 5.74112 9.64761 "專科"
"女" 561.7335 9.68014 8.82228 8.25602 525.08565 7.9045 8.41123 7.1526 9.64761 "大學以上"
"女" 616.82373 8.37412 9.98068 6.49606 614.39385 9.11856 9.23574 8.08863 10.84499 "高中"
"女" 532.5894 8.57095 7.10653 6.95612 552.20823 8.295 7.81751 7.1526 8.3581 "初中"
"女" 607.28575 9.31385 8.82228 9.6723 562.36693 7.9045 9.6695 9.36803 7.56439 "初中"
"女" 358.64261 5.09484 6.25944 3.27793 377.88225 6.06022 6.99286 3.24992 7.56439 "初中"
"女" 655.64967 8.57095 7.30474 6.95612 528.03299 7.10319 8.6128 5.74112 9.03613 "高中"
"女" 569.82489 11.14859 8.57829 10.59469 556.36387 11.06414 9.02481 10.70197 9.64761 "大學以上"
"女" 666.96497 9.4964 7.91135 10.12116 592.99524 7.9045 8.81725 8.36075 9.64761 "專科"
"女" 718.25448 11.75478 11.3019 12.13375 697.64492 9.57219 9.23574 9.86849 8.3581 "初中"
"女" 667.42486 9.68014 7.50425 10.12116 644.54086 9.34076 8.41123 9.36803 10.84499 "專科"
"女" 731.15578 10.25252 7.30474 10.12116 601.43747 8.49394 8.21205 9.36803 9.64761 "高中"
"女" 742.00216 10.25252 7.91135 9.6723 615.16958 9.11856 8.6128 8.08863 9.64761 "高中"
"女" 661.60987 9.86638 8.34615 10.12116 654.2757 9.11856 8.81725 9.36803 9.64761 "專科"
"女" 676.96807 9.31385 7.10653 10.84951 632.47615 8.295 7.81751 8.62122 9.03613 "高中"
"女" 597.94319 8.94763 7.30474 8.76168 587.32429 8.49394 8.21205 8.08863 9.03613 "高中"
"男" 800.30104 8.57095 9.08085 10.35323 729.74225 8.09896 10.13091 9.61581 9.03613 "高中"
"男" 620.24284 9.31385 6.9696 9.22591 581.17124 6.88421 4.2834 9.12286 9.64761 "高中"
"男" 651.87112 10.05658 8.12441 10.12116 598.91364 8.295 9.45051 8.08863 11.48712 "專科"
"男" 652.47209 9.86638 7.70526 9.45004 634.22948 8.09896 7.81751 8.87381 11.48712 "大學以上"
"男" 555.86339 8.57095 5.39638 10.35323 506.17692 7.31154 7.81751 6.76777 9.64761 "高中"
"男" 681.38624 10.25252 8.34615 14.06165 629.48427 8.69661 9.02481 10.13014 9.64761 "大學以上"
"男" 468.04816 9.86638 9.08085 8.99736 448.6265 8.295 8.6128 6.313 11.48712 "高中"
"男" 479.37281 8.57095 7.30474 8.76168 456.31474 8.295 7.81751 8.87381 9.64761 "專科"
"男" 634.10712 8.94763 7.50425 8.99736 598.72316 8.09896 8.21205 8.87381 10.84499 "大學以上"
"男" 432.92138 9.86638 6.90631 9.6723 396.96378 6.88421 4.2834 9.12286 8.3581 "高中"
"女" 556.02463 9.13133 8.34615 9.22591 534.667 8.69661 9.02481 8.36075 10.23835 "高中"
"男" 598.34663 10.05658 8.34615 10.35323 576.15555 7.51243 7.61946 8.08863 9.64761 "高中"
"男" 629.60477 13.84849 9.65438 11.75008 620.7068 13.51778 10.13091 11.82899 7.56439 "高中"
"男" 613.51208 8.57095 7.91135 8.76168 573.99022 8.49394 8.01452 8.08863 10.23835 "高中"
"男" 535.15788 8.57095 8.12441 8.51577 504.4694 7.9045 7.61946 8.36075 9.03613 "高中"
"男" 336.6503 9.86638 8.57829 9.22591 399.09701 8.09896 8.41123 7.80038 10.23835 "初中"
"男" 488.14835 12.72711 13.48293 10.59469 454.8484 8.69661 9.45051 9.12286 8.3581 "高中"
"女" 526.19727 8.94763 8.82228 7.678 430.87596 9.11856 8.21205 7.1526 10.23835 "高中"
"女" 338.63094 8.94763 7.50425 8.51577 407.24434 8.90441 9.6695 9.12286 10.23835 "大學以上"
"女" 411.7915 12.15847 13.48293 9.89515 411.51255 11.533 12.9367 9.12286 9.64761 "專科"
"女" 545.99246 10.05658 8.12441 7.97991 486.17418 10.07979 8.01452 8.62122 8.3581 "高中"
"女" 461.17108 11.42832 12.04145 10.59469 443.048 13.51778 12.9367 10.13014 8.3581 "國小以下"
"女" 409.33393 10.05658 7.70526 9.6723 402.99788 9.57219 8.21205 8.62122 9.64761 "高中"
"女" 559.21012 8.76139 7.50425 9.6723 497.98784 7.9045 8.21205 8.08863 9.03613 "高中"
"女" 484.0148 9.13133 8.82228 7.97991 539.64198 10.07979 9.23574 9.12286 10.23835 "初中"
"男" 422.39102 8.57095 8.34615 9.45004 379.59046 8.09896 9.02481 8.87381 9.64761 "高中"
"男" 437.27842 9.86638 9.35676 9.45004 417.15896 10.68878 8.01452 10.13014 9.03613 "高中"
"男" 488.50368 7.95043 7.10653 8.25602 434.79857 10.36663 8.41123 8.87381 8.3581 "高中"
"男" 637.57567 9.13133 7.30474 10.25753 611.55768 9.11856 7.61946 7.49248 9.64761 "大學以上"
"男" 503.8091 8.37412 7.78065 7.97991 449.44026 9.34076 8.01452 8.36075 9.03613 "專科"
"男" 584.4309 8.16805 5.39638 7.678 548.94541 7.71018 6.20452 6.76777 7.56439 "國小以下"
"男" 464.4667 6.74882 6.90631 9.6723 403.36266 7.51243 9.23574 9.12286 8.3581 "初中"
"男" 442.66358 8.94763 8.12441 9.45004 407.2826 7.9045 7.61946 9.12286 10.84499 "大學以上"
"男" 590.7139 9.86638 7.91135 9.22591 562.19715 9.11856 8.21205 9.12286 8.3581 "初中"
"男" 690.95429 9.86638 12.04145 11.12082 614.69898 9.81723 12.9367 10.13014 10.23835 "初中"
"男" 563.19078 8.57095 8.12441 9.45004 508.72284 7.51243 9.02481 8.08863 11.48712 "高中"
"女" 431.58814 7.13627 6.01079 5.04751 421.92987 7.71018 7.81751 6.313 7.56439 "高中"
"女" 564.3973 8.76139 7.70526 8.4756 556.6333 9.11856 7.81751 8.36075 9.03613 "高中"
"女" 341.04442 7.13627 6.7011 5.04751 363.09416 7.9045 7.61946 3.24992 7.56439 "高中"
"女" 592.43576 8.37412 7.70526 9.45004 546.98265 7.9045 8.41123 4.91876 7.56439 "國小以下"
"女" 537.47982 12.15847 7.91135 7.34181 498.68112 13.51778 8.41123 8.36075 9.03613 "高中"
"女" 643.96992 9.31385 7.91135 7.678 600.42231 8.295 8.21205 7.1526 9.03613 "初中"
"女" 672.06618 10.05658 8.57829 9.6723 715.91328 9.34076 8.01452 8.87381 11.48712 "大學以上"
"女" 566.56223 8.57095 7.10653 8.51577 494.32977 7.9045 8.01452 8.08863 7.56439 "高中"
"女" 553.78531 8.94763 7.10653 8.99736 492.46469 7.71018 7.81751 8.36075 8.3581 "國小以下"
"女" 609.28232 9.4964 7.50425 8.99736 537.28386 8.90441 8.21205 8.87381 7.56439 "國小以下"
"女" 408.14111 8.94763 7.30474 9.6723 343.83925 6.88421 6.99286 9.36803 8.3581 "高中"
"女" 472.47246 7.13627 5.39638 6.49606 487.00585 7.10319 7.21074 3.24992 10.23835 "高中"
"女" 749.79111 10.67004 8.34615 10.59469 692.94402 9.34076 8.6128 8.87381 9.03613 "高中"
"男" 534.51548 8.94763 7.10653 9.22591 495.14899 8.09896 8.01452 8.87381 6.52207 "初中"
"女" 612.34687 9.13133 7.91135 8.76168 571.31162 9.34076 8.6128 10.13014 12.25657 "大學以上"
"女" 387.20143 7.44727 6.48714 7.34181 414.53362 8.295 6.20452 4.91876 9.03613 "高中"
"男" 637.43069 9.86638 7.70526 12.59517 664.6136 12.1963 9.23574 11.02414 11.48712 "大學以上"
"男" 617.84584 11.14859 7.70526 10.59469 596.11724 9.34076 8.6128 9.86849 10.23835 "大學以上"
"男" 535.15978 7.95043 3.03682 6.95612 498.98614 6.88421 4.2834 3.24992 13.51543 "大學以上"
"男" 492.83867 7.44727 3.03682 6.49606 512.11846 7.9045 4.2834 3.24992 10.23835 "大學以上"
"男" 678.97522 9.68014 7.91135 10.84951 583.34691 9.11856 8.41123 9.36803 12.25657 "大學以上"
"男" 512.14847 5.09484 3.03682 9.89515 484.36852 7.51243 4.2834 8.36075 11.48712 "高中"
"男" 390.37289 7.95043 13.48293 9.22591 306.17842 10.07979 12.9367 9.12286 7.56439 "國小以下"
"男" 626.6951 8.37412 8.57829 10.84951 642.50856 8.09896 9.45051 9.86849 11.48712 "大學以上"
"男" 531.26909 7.71308 7.91135 7.97991 605.47671 11.533 10.97071 9.86849 10.84499 "大學以上"
"男" 375.88636 8.57095 7.55896 9.45004 350.36256 8.69661 8.81725 8.37203 8.3581 "初中"
"男" 429.81684 8.94763 8.82228 9.45004 416.76941 8.90441 7.61946 9.12286 12.25657 "專科"
"男" 787.50943 8.94763 10.34734 10.12116 741.45486 9.57219 12.9367 10.4058 10.84499 "大學以上"
"男" 653.88461 10.25252 8.82228 11.75008 542.20174 8.49394 9.02481 8.36075 13.51543 "大學以上"
"男" 646.31257 8.76139 7.91135 7.34181 666.86753 13.51778 10.97071 12.38397 12.25657 "大學以上"
"女" 618.13369 8.37412 6.90631 9.89515 598.57397 6.37614 6.75863 4.91876 13.51543 "大學以上"
"女" 620.1748 8.57095 8.12441 7.97991 505.68131 9.34076 8.81725 5.74112 9.64761 "專科"
"女" 587.81604 8.57095 6.90631 8.25602 583.44296 7.9045 7.61946 7.80038 13.51543 "大學以上"
"女" 676.2043 10.25252 8.34615 10.59469 617.10234 8.69661 8.01452 8.62122 9.64761 "高中"
"女" 625.26833 7.71308 7.70526 6.49606 636.37643 11.06414 7.61946 8.62122 10.84499 "高中"
"女" 760.69852 11.42832 7.91135 12.13375 657.52678 9.11856 8.81725 9.36803 10.23835 "大學以上"
"女" 502.20828 7.95043 7.10653 8.25602 459.74652 8.49394 8.6128 8.08863 10.84499 "大學以上"
"女" 566.62681 9.86638 8.82228 7.678 479.78728 8.49394 8.21205 6.313 8.3581 "高中"
"女" 728.69709 10.25252 8.34615 11.41779 629.02042 9.57219 8.6128 10.13014 12.25657 "大學以上"
"女" 593.85953 9.4964 7.70526 9.6723 515.4372 7.9045 8.41123 8.08863 10.23835 "高中"
"女" 575.15783 6.74882 7.91135 8.51577 527.05236 7.71018 8.81725 8.36075 11.48712 "大學以上"
"女" 629.77336 9.13133 8.57829 7.97991 579.65105 8.09896 9.02481 6.76777 10.84499 "大學以上"
"男" 532.86723 8.16805 8.34615 7.678 486.34384 9.11856 9.02481 8.36075 9.03613 "高中"
"男" 371.42298 6.198 6.16051 9.22591 373.823 6.88421 4.2834 9.12286 10.23835 "高中"
"女" 522.14645 5.09484 4.96949 9.6723 457.01628 8.49394 4.2834 9.12286 9.64761 "高中"
"女" 531.63221 8.76139 8.12441 8.51577 476.09944 8.09896 8.21205 8.08863 7.56439 "初中"
"女" 616.63799 10.89898 7.50425 12.59517 525.72382 8.90441 6.99286 8.08863 10.84499 "大學以上"
"女" 749.10551 8.76139 10.34734 10.59469 714.53066 8.69661 10.65629 9.36803 12.25657 "大學以上"
"女" 629.76679 9.31385 10.77308 9.6723 572.57109 8.49394 8.41123 8.36075 9.03613 "高中"
